ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Weather_Condition
A00449,CA,2,2023-03-08 01:43:05,2020-07-27 21:46:16,-22.27327460443516,16.128390699395425,-4.3232957371403415,-22.27595505088925,25.44107242454975,Sell field raise to establish goal.,Estrada Stravenue,Lauramouth,Idaho,67255,Bouvet Island (Bouvetoya),CST,JFK,2023-04-17 22:22:24,-29.275899271538425,-42.4347398019315,57.34710677649978,Rain
A00450,AU,3,2024-03-12 10:12:06,2024-08-17 22:22:34,-74.96987099423963,-134.76834273156697,88.8791584982277,-50.79132324070898,46.09479012883213,Morning trade police bring role.,Allen Springs,East Christinashire,Washington,56921,Martinique,MST,LAX,2020-03-14 00:41:25,99.11290835631343,9.867025750696378,69.06103562406165,Fog
A00451,UK,3,2024-06-29 10:22:40,2024-01-23 23:49:46,49.88644486693863,-75.69792585424274,41.20238444233499,23.83373646257232,42.9783794405557,Sell pull establish note.,Rodriguez Ports,South Richard,Connecticut,01928,Denmark,EST,ATL,2020-11-25 19:32:57,68.33711818236456,14.170147093606417,20.828030942441313,Fog
A00452,UK,1,2025-04-12 10:33:03,2021-11-24 17:30:44,10.512764952444911,-94.04936240903133,81.44843407817842,-94.34730159180594,48.43767212214016,Election Congress smile wide mouth consider both.,Pacheco Points,Raymondborough,Louisiana,78152,Austria,EST,ORD,2023-12-18 12:09:37,58.718446225602875,31.640592750313516,71.91893476094225,Clear
A00453,US,3,2023-10-16 19:55:49,2023-05-24 20:48:24,-13.640038335544276,-103.1245723834771,60.29451890661343,175.9163597690445,32.523953263908545,Performance music right argue.,Jennifer Gateway,Lake Stacy,Alaska,70233,Lesotho,EST,ORD,2020-04-01 16:53:30,22.69221199796285,-21.142314708063648,58.74328588843919,Clear
A00454,AU,2,2020-03-29 10:40:46,2025-03-19 11:16:54,73.14378931705247,-31.988038867204665,72.5221820094068,0.3131832175795921,33.7907433208046,Fill baby tax image current.,Ortega Via,West Eduardoport,Wisconsin,16364,Guernsey,CST,ATL,2020-02-18 22:09:50,42.17640155885765,48.14280804800964,61.23499091480522,Snow
A00455,CA,3,2024-04-08 05:30:03,2022-10-18 03:00:50,-69.98445318489276,73.45132293299648,56.595455498641485,-110.10165213077653,31.251149946574603,Ready discuss lot on send leave safe.,Young Shoals,Jorgemouth,Ohio,02823,Namibia,MST,LAX,2021-10-05 14:20:39,2.925216436771123,-6.053426068605049,30.598792973983414,Fog
A00456,AU,2,2022-03-19 21:36:54,2024-11-12 11:21:08,-1.3274812276453503,-101.71694440179506,-7.351356532335956,-8.25597015578191,31.140946142909865,Song history perhaps trade south time.,David Bridge,South Melaniefurt,Tennessee,39387,United Kingdom,PST,JFK,2023-07-31 12:15:06,-25.387157331059328,-20.405624534050638,15.526681011120115,Rain
A00457,CA,3,2023-12-02 10:21:12,2022-06-28 16:21:57,-87.95634394186457,-47.99560330692668,-44.67807839756081,131.90944662893673,7.356017253379232,Officer discover bill back western father.,Kelly Stravenue,Jenniferland,Virginia,43354,Norfolk Island,EST,JFK,2023-04-01 11:33:34,78.68281559797647,-15.155066599854216,62.3449895305657,Rain
A00458,AU,2,2021-04-15 07:41:19,2025-05-30 19:11:04,-5.641084441057274,-39.269726337181595,-23.342368418906005,-172.1495544752176,27.186947808196432,Risk civil perhaps result may green ready.,Samuel Crossing,Port Michael,Maine,63860,Panama,MST,DFW,2021-10-21 22:46:43,86.54298417855232,1.9586052967123777,58.62329891525718,Fog
A00459,US,1,2022-11-10 01:14:44,2020-12-11 03:18:24,-79.86541037726928,171.52435059674764,-86.35747812480892,64.63948287862397,19.303396672586288,Stuff bit trouble course.,Anderson Parks,South Andrewmouth,Ohio,58253,Singapore,PST,ORD,2024-05-01 05:58:50,-8.878817240148816,43.670156450712724,33.80121877138049,Snow
A00460,US,2,2023-10-20 07:41:23,2020-09-16 07:55:48,-68.61277507174705,163.67988847646478,4.318770143640094,17.2684068458141,22.126860788864672,Happy amount be bed morning away.,Martinez Estates,Port Michelleport,Maine,82983,Turkmenistan,PST,JFK,2022-05-16 12:54:51,72.31729245994529,23.51587979194005,29.58936675458872,Snow
A00461,AU,2,2022-01-18 03:10:08,2025-02-01 11:03:45,-68.84527558012113,108.04952979074733,0.9104040486735698,-118.9591220267512,26.180028652961866,Smile provide together language fill pretty.,Eric Prairie,Lake Albert,Minnesota,08629,Qatar,EST,LAX,2023-11-03 21:53:39,66.34984752713564,7.710964946378226,34.724446166228404,Fog
A00462,UK,1,2020-11-17 01:24:55,2025-04-16 01:03:16,26.85785438089144,-93.00278850509333,4.54508366948788,114.29151814977143,6.41980859011258,Bad itself inside option head end glass maybe.,Juan Point,East Katelynport,West Virginia,35698,Jordan,PST,LAX,2023-07-28 22:48:45,-6.811249748308239,-33.718961202013816,48.98833384988202,Cloudy
A00463,US,1,2020-07-19 14:31:50,2022-06-03 00:03:53,44.2880782677762,-155.50656692699891,85.3256204949715,-47.20153594535796,17.974386692605993,Quickly story family walk.,Thomas Coves,South Hannah,Minnesota,61532,Palestinian Territory,EST,DFW,2023-07-25 03:33:34,24.837744334723197,-35.06466891091283,97.48197351111612,Clear
A00464,AU,1,2025-05-31 22:27:51,2022-03-06 02:58:34,15.006377717488732,-65.91451042057508,74.06172062187107,-74.23126962641733,3.1724780438301794,Whose pick foot goal later room federal.,Joshua Street,South Lauren,Mississippi,94945,Bulgaria,EST,LAX,2020-03-18 04:32:51,24.95852970843344,0.2196913813563981,76.35646220262063,Clear
A00465,CA,2,2025-01-13 13:36:27,2023-09-12 05:59:12,83.19105872541755,-83.9539622038209,-60.89169990058056,118.12506906848438,48.98340652111995,Free they carry own fast example.,Chase Burgs,Andersonfurt,Alabama,98140,British Virgin Islands,MST,ATL,2022-12-21 02:34:46,68.7953535796823,22.870870460164923,85.17397391654885,Rain
A00466,AU,3,2024-06-10 09:19:10,2024-10-23 14:24:01,-22.523295685733274,2.1332880527018006,-23.60114611993994,49.86901662899925,5.926401441006307,Candidate Mr relationship simple fill.,Dawson Road,Lake Christopherchester,Virginia,90549,Malaysia,MST,ORD,2023-09-22 23:34:28,78.89591775088721,25.10121727551102,50.56495689035311,Rain
A00467,UK,1,2020-04-05 13:45:17,2024-05-05 17:45:46,-38.57182446926507,99.98204762440548,-13.687887696612862,143.3732701229368,12.926236927247725,Surface bar husband trip to result over.,Valentine Forge,Stephaniemouth,Vermont,92708,Switzerland,MST,DFW,2020-07-22 02:07:01,-17.679234219121767,-27.40856161237416,52.612361177877695,Clear
A00468,UK,3,2021-01-15 17:19:57,2020-12-20 09:50:23,66.34784307410285,128.99625799638886,-25.104074786703407,46.75813332163179,44.56464633516986,Put bad identify watch economy agreement.,Janet Skyway,Norrisland,Arizona,41044,Madagascar,PST,LAX,2025-06-07 23:38:46,43.18600053754638,-39.990048715274675,20.432466143702765,Clear
A00469,AU,2,2024-06-24 12:14:46,2023-06-27 18:48:20,-49.752749066498524,124.15107074778308,53.72927344870436,86.69435685556152,24.13550231195709,Various not series live baby.,Gregory Ports,Port Pamela,Texas,25116,Dominican Republic,EST,LAX,2021-08-02 17:20:07,69.02730460075509,-11.553901074621052,72.10458363010784,Fog
A00470,CA,3,2022-01-16 10:55:14,2023-02-03 03:27:47,83.38005709931002,-50.516797959695594,4.326780576165646,121.12052265346063,6.781860076031515,In week couple light. Yeah hotel guy stand.,Gregory Lock,Troyborough,Montana,99758,Denmark,MST,ORD,2021-02-03 12:17:18,72.2047772284706,41.81725432440743,42.15840057906362,Snow
A00471,US,3,2023-01-19 23:44:26,2023-09-28 04:55:11,-87.81219455583306,67.40436364584585,12.977967054892503,-160.2937310724227,19.211526901967446,History side later conference arm.,Seth Camp,Hayesmouth,Delaware,54973,French Polynesia,PST,ORD,2022-11-15 18:13:35,-10.760841824046842,4.536725266938227,74.24468588177112,Fog
A00472,US,3,2023-08-31 04:03:05,2021-03-03 07:03:51,84.57818880737503,-67.3796888912808,63.5424406178266,99.3776251929769,5.793399709569291,Two leg guy phone moment heart ground law.,Linda Road,Markburgh,Wisconsin,05521,Pitcairn Islands,CST,DFW,2021-03-25 05:25:37,38.315668609603236,-17.990023316822565,40.905538131262546,Snow
A00473,AU,2,2023-11-12 11:21:17,2025-04-17 08:51:52,-82.2312158488963,-158.07400443533422,55.06706761476454,40.93433346584763,10.01079985422509,Attack change challenge main short.,Lopez Springs,Michaelshire,Massachusetts,77524,Guinea,MST,LAX,2023-03-21 07:52:19,81.48263182715138,-17.636233166087834,10.851718721390814,Fog
A00474,CA,3,2024-11-09 21:46:34,2022-04-29 22:59:57,70.4057604656528,72.56349561705923,-66.20192589234605,-154.97719325453045,2.6014923474922513,Stand letter page reveal.,Jeffrey Via,South Sean,Louisiana,09400,Paraguay,MST,LAX,2023-07-02 11:56:59,11.407414956086939,-36.7912954777815,17.30536877858835,Cloudy
A00475,CA,1,2023-12-17 02:39:29,2021-06-14 07:49:19,4.986199635533978,-176.46208107487638,38.50462513505417,3.0880518727374238,21.911374727454998,Specific young apply rise what phone pick.,Jones Locks,Lake Rachelborough,Kansas,11165,Lesotho,PST,ATL,2023-12-12 07:48:49,25.265196858533628,-2.6776263893842014,81.15700780746833,Fog
A00476,CA,2,2025-01-15 05:57:08,2021-06-21 13:50:43,88.73366330147405,-32.69426851494413,-11.621496797633597,-150.3150919257766,40.331806086262986,Itself answer can. Common talk tree field.,Scott Ports,Caseyview,Idaho,22083,Sao Tome and Principe,CST,ATL,2022-05-25 04:41:21,74.56660647372321,29.136267851483836,25.86164895589326,Fog
A00477,AU,2,2024-09-02 03:19:22,2020-10-25 20:29:16,-76.71661834762821,-61.42346305125274,-36.963197448749916,84.94099262036008,29.298458934994777,Claim prevent live hard standard card.,Wallace Rapid,Port Nicholasstad,Washington,16006,Palau,MST,ATL,2022-08-04 12:08:29,-18.3884622461109,46.85586915273413,26.43544225670693,Snow
A00478,US,1,2021-04-23 01:20:46,2023-11-07 02:12:47,9.693771192237747,69.61591386678688,-80.99661223760646,16.7406170032379,30.317265274230586,Someone third teacher fight question back.,Sullivan Glen,New Michael,Vermont,66986,Saint Pierre and Miquelon,CST,JFK,2025-03-31 19:23:26,81.73412768556717,0.15949999579753893,92.93680900023314,Rain
A00479,UK,1,2022-08-07 04:35:42,2024-11-26 11:51:22,84.47445641143781,95.8483701937364,-2.2950791378188313,163.28647346842706,10.029201504162016,Staff size us there drive.,Erickson Loop,East Stephanie,Colorado,17206,Turks and Caicos Islands,PST,LAX,2021-09-12 22:07:48,10.450373175005176,-33.27850841573115,65.76356228668494,Cloudy
A00480,UK,2,2021-01-19 19:30:58,2020-12-25 08:49:52,4.157611950626787,-70.52593105033782,-26.02139746958435,-114.07126623416286,17.194692162618324,Start structure ever top possible suddenly few.,Terri Vista,Lopezview,Maryland,38303,Tonga,EST,LAX,2022-01-09 06:42:04,-29.81145884315347,18.295039980286447,11.430755388435632,Snow
A00481,CA,3,2022-11-12 12:45:07,2024-01-12 04:41:35,23.291754864347254,112.18572520014726,-44.72765285824785,38.17204290733625,42.2621051920416,Budget perhaps despite role bed.,Jose View,Lake Melissafort,West Virginia,18766,Australia,PST,JFK,2024-02-07 23:28:29,0.4406888573265739,25.67913427452953,14.358527013193424,Snow
A00482,CA,1,2020-01-13 21:28:54,2021-05-21 06:44:09,35.234764017231086,-74.18996621822384,35.04091132745236,-103.83043155462312,4.392809216325727,Past kid summer head out.,Brown Run,South Molly,Alaska,29237,Portugal,CST,ORD,2022-12-14 17:57:26,-18.36491668358416,-42.83002505768978,27.23674327202794,Cloudy
A00483,AU,3,2024-01-03 15:07:27,2023-01-04 07:41:35,-8.182608341800815,-19.32251040483797,48.50736971680567,41.0633945018634,42.896532683426685,Notice night let box result at building.,Christopher Well,Sheaside,South Dakota,47383,Sierra Leone,CST,ORD,2023-05-31 05:10:06,-17.989962090488262,35.01391296312289,59.39956878266328,Fog
A00484,AU,2,2022-12-21 09:09:11,2020-04-15 08:13:07,22.960454415131423,81.72666972508824,-45.93788657470353,80.15389284990835,24.18450131323928,Again phone lot interview professional and who.,David Meadow,Hillfurt,Nevada,03777,Ghana,PST,ORD,2022-09-19 17:32:56,60.06864543853689,32.932238999585735,75.28254699056728,Rain
A00485,US,3,2022-11-23 11:44:10,2024-05-20 15:36:54,15.176576146158041,69.45128252092388,-81.09946139771749,80.02955855863388,41.857371566255864,Low generation reveal whether.,Colleen Manors,Port Nathanville,Alabama,44254,Sweden,CST,ATL,2021-10-02 07:20:04,-2.183076366921572,-2.745894596088206,27.4496443453197,Rain
A00486,AU,1,2023-09-12 03:43:17,2023-09-24 02:30:35,72.20844188837802,175.452650032392,62.7754861017423,113.42663664573956,15.900320969720017,Majority decade any answer.,Rachel Lights,Michaelchester,North Carolina,06953,Canada,EST,DFW,2024-09-11 11:17:06,91.51650718700772,6.042251861586834,87.06420374149644,Rain
A00487,AU,2,2020-08-31 23:12:27,2024-07-13 19:11:18,-81.81965153853758,-98.94203128226452,-88.2072465832254,127.27808206499401,16.94214757915104,Speak save focus act group less challenge hold.,Chelsea Turnpike,Fosterstad,Montana,81473,Honduras,CST,LAX,2025-04-10 12:51:04,37.13779105686952,21.340806371091915,10.918017888414855,Snow
A00488,US,3,2021-01-27 20:32:42,2023-01-24 14:44:46,-39.42662587339854,58.434448874249654,78.68024890586497,-152.18217854381626,37.58024341615714,Picture trip sit no data use herself.,Brown Mill,Sanchezhaven,Colorado,45683,Paraguay,EST,LAX,2021-01-31 11:25:43,29.81277353413941,17.67481250628593,20.759916804317957,Rain
A00489,AU,2,2023-12-06 09:23:38,2020-11-16 11:22:28,81.07406713378057,39.48548697927987,22.971577316887064,-56.42382345393453,39.24980866961101,Foreign agreement whole partner art store.,Gay Island,South Matthew,Oklahoma,69832,Estonia,MST,ORD,2020-06-24 13:18:49,26.456857368619715,-48.34640218067909,97.04649211428776,Cloudy
A00490,UK,3,2021-06-15 19:47:42,2024-10-22 20:18:09,70.24748110036495,149.4354436164108,-32.06760566376235,67.36410732953004,11.482233899507339,Entire face staff term prepare and.,Mathis Loaf,New Thomas,Mississippi,15978,Qatar,MST,JFK,2022-08-19 14:09:48,60.03639315731213,-37.756469615151424,13.474486365365767,Cloudy
A00491,AU,2,2024-03-24 09:52:22,2023-10-05 15:39:45,-7.98178449857167,-123.70962900784498,-45.63397627618748,-0.508936539163642,48.64356624109528,How eight everything send.,Brandon Fort,Colemanland,Rhode Island,22058,Kiribati,EST,LAX,2020-10-23 15:04:01,28.794159128069097,-33.740944421875426,88.81113077238109,Fog
A00492,CA,1,2021-07-30 09:24:03,2023-01-22 07:11:16,21.62386760427661,90.64733889129587,-88.37898043239446,-111.35665916827506,4.224505212241447,Hair camera him piece represent book religious.,Natasha Corners,North Ricky,Pennsylvania,82970,Brunei Darussalam,CST,ATL,2021-03-27 05:10:41,-13.28195369072506,25.56758890720988,70.39350754040954,Snow
A00493,UK,3,2023-07-28 01:18:50,2020-05-10 10:14:47,-40.071387063396116,24.576701856756614,-47.615144938042114,18.97544526001127,3.4251481551065446,Offer people event common chair.,Christopher Well,South Kenneth,South Carolina,44015,British Virgin Islands,CST,LAX,2024-05-31 20:26:46,84.42238348329835,-5.991643710761998,7.308709064170671,Cloudy
A00494,AU,1,2024-05-25 23:09:09,2021-12-30 16:41:29,-56.138191249722965,-81.12028687635404,-65.2089057269146,-33.32316500418824,29.775210764305136,Almost pass particular mission.,Nelson Corners,North Melissaside,Oklahoma,54357,Latvia,MST,ATL,2021-03-25 07:58:24,25.691395360335626,4.550262638682511,48.370682889994384,Clear
A00495,AU,1,2021-11-30 23:06:28,2024-01-08 02:22:24,-6.534287110803206,-9.20343090701732,20.18991973016621,-39.58622004445016,36.137038388581075,Attorney degree marriage company.,Joel Forest,South Donald,Illinois,78842,Bouvet Island (Bouvetoya),CST,JFK,2020-01-15 04:30:53,-20.379405159064678,27.268743689548415,51.897935314480634,Fog
A00496,AU,1,2022-08-30 01:36:14,2024-11-15 18:26:41,-26.396598955310495,-59.840425054872796,-60.02179405311577,111.51133827683896,48.044306461248695,After reality market place reality.,Mitchell Bypass,Port Robertchester,North Dakota,54817,North Macedonia,MST,ATL,2025-04-17 21:26:09,38.817578374708944,-15.901773093590919,93.21396314158376,Fog
A00497,US,2,2024-03-19 00:07:38,2022-04-20 11:57:36,15.05810013315697,28.552825003845925,5.153370756591471,-33.26459982041476,20.247289039943077,Morning time any their technology our.,Warner Plaza,West Leslie,Wyoming,99073,Libyan Arab Jamahiriya,CST,LAX,2023-03-24 12:08:13,54.155091599241445,24.889022731877304,42.11045930771687,Snow
A00498,CA,3,2023-07-18 17:21:23,2023-10-21 18:39:57,-76.00776534630273,140.0402198932797,16.220956022004742,-170.4763780270473,1.2645704494816556,Find since remain source.,Ibarra Radial,West Jennifer,Indiana,36734,Korea,EST,DFW,2021-04-28 23:08:01,5.82572034050861,-5.770072537044037,44.67636154642759,Snow
A00499,UK,1,2020-01-13 22:20:39,2020-07-21 05:38:24,85.39106537990997,24.949794388392718,-36.35249429755539,-159.09719799920714,30.14481697232035,Stage expect stand.,Powell Estates,North Gracestad,Florida,88714,Cook Islands,EST,LAX,2020-02-06 08:38:08,74.0442529975995,-12.28198122257934,11.24837547863783,Rain
A00500,AU,1,2022-02-20 01:38:30,2021-05-01 04:25:31,87.51793400632852,47.42007059757026,-83.68830917663064,128.24785500898332,14.484801029938593,Big could late let able.,Tyler Path,Chaseport,Illinois,55598,Jamaica,EST,LAX,2023-10-04 13:10:48,57.07085998485728,-16.69627359452599,63.91725634376625,Fog
A00501,CA,3,2021-01-03 02:23:05,2020-02-07 22:34:14,35.66910852355413,6.749224961295397,-83.2943014894447,165.81629160450768,21.64735605977011,Among today American.,Tanya Locks,North Juan,Alaska,76703,Albania,MST,ATL,2022-08-13 03:00:50,54.54435200437635,46.49448154923829,21.08969758890966,Clear
A00502,UK,1,2020-03-11 13:32:49,2024-12-19 00:42:05,6.497345941941674,-161.58041767962868,-85.25748020509484,67.82736112405473,24.423474112496763,Home rather dinner hand dream guy respond.,Jensen Parks,Port Michelle,Tennessee,62723,Sao Tome and Principe,EST,ATL,2021-06-19 05:54:47,24.707243872813244,27.19734107089789,7.753325822370682,Snow
A00503,AU,2,2021-01-07 03:33:17,2023-10-15 14:54:11,-34.28502906846101,-96.17091952460608,43.04244008457832,-48.827414123971124,3.2256305369016913,Government I picture card these professor fast.,Shannon Corner,East Davidside,Kentucky,06542,China,PST,ATL,2022-07-17 05:31:26,95.04898918346741,-47.980405922647066,99.6919000070794,Fog
A00504,CA,3,2023-01-04 23:49:39,2025-01-05 17:02:38,56.48310354725075,-2.879377404450196,-32.75825313342634,157.8961136861019,24.29908922820514,Picture down physical drug station face.,Harris Burgs,New Michaelview,Nebraska,56070,Maldives,MST,ORD,2025-03-09 15:33:36,5.644591833402195,45.74154865182017,26.96296279628052,Rain
A00505,UK,1,2021-09-24 00:30:53,2023-07-28 04:53:02,33.25161105969826,-68.31529785190628,53.33403347417945,58.60911109526489,21.315983340215737,Seek but bit avoid yes nature.,Krystal Lock,Sharonfort,Hawaii,37177,Japan,EST,LAX,2020-06-22 23:26:04,45.101715132008835,27.54396297266733,14.105316512880394,Snow
A00506,CA,1,2024-09-07 19:29:47,2022-10-02 11:33:38,-60.72895091791956,-114.56510480597008,-12.288091708287155,123.96007771176158,35.62721326432966,Site cost card somebody.,Bruce Tunnel,Port Jill,Michigan,50395,Mozambique,CST,DFW,2024-11-26 17:40:09,10.177170471440284,-35.082528554574445,69.94903745971763,Rain
A00507,UK,2,2022-10-01 10:42:14,2021-10-06 00:03:28,73.96689320889163,1.4878230906377894,-8.460341850606511,95.70682945332334,32.28329556061723,Debate what past.,Alexander Avenue,Jerryhaven,Mississippi,17488,Suriname,PST,ATL,2020-09-18 18:08:07,66.82461788630202,-42.36618745886829,82.16821559219018,Snow
A00508,CA,2,2022-08-02 14:16:04,2024-06-26 18:38:21,58.05670372617041,-63.78847435877388,2.318868451723276,-43.509846321866746,9.260785907528051,Consumer example event trip daughter.,Cook Turnpike,South Paulfort,Ohio,64569,Gabon,EST,JFK,2025-02-23 19:34:35,-23.787107096884213,-19.18059063405466,6.407749312634669,Fog
A00509,CA,2,2020-03-09 17:39:54,2023-04-10 23:56:28,80.96398439254634,-87.0812484575707,38.34566214751871,-7.667207693717216,10.306945910519849,Address more yourself line detail kid group.,Leah Terrace,Stephenfurt,Alabama,35598,Martinique,EST,LAX,2020-08-10 05:15:45,-24.0337971762436,12.418152934606177,10.539330746978703,Clear
A00510,US,2,2022-05-07 11:13:33,2024-05-03 03:10:06,40.6295115099048,-12.965249721462925,-40.76948415065273,-112.99242442748418,12.550308938718663,Ground state pull maintain.,Villegas Spurs,Evansside,Montana,55908,Australia,MST,ORD,2022-11-07 11:55:44,75.41192603744288,11.65466891494674,9.017382358204584,Cloudy
A00511,CA,1,2021-03-21 22:59:38,2024-05-27 06:05:19,20.414735268442172,-132.01766709041766,-68.11427708396516,-74.87492384133574,8.947522014858865,Partner military record growth station change.,Adrienne Grove,Stephenbury,Oregon,78411,Vanuatu,PST,JFK,2021-04-02 05:55:38,26.454860938277236,-22.41498748507795,4.69593033225112,Rain
A00512,US,2,2025-05-23 04:32:09,2025-01-24 11:40:54,-14.716253467688603,153.98846390714664,10.090320334463073,100.12523806314783,32.86065998342336,Green thought cover above.,Claudia Freeway,Sonyastad,Mississippi,99048,Palestinian Territory,PST,ORD,2022-06-30 05:03:31,14.35340709804624,-5.432502134258222,65.94564786342838,Cloudy
A00513,US,3,2024-05-03 08:59:02,2021-02-03 20:50:23,77.89112700372237,132.37275525092605,-31.14402781630693,141.83222107791897,49.72150896001353,Fast window head finally.,Jon Springs,Brianchester,Alaska,21505,Italy,PST,DFW,2022-08-21 16:03:37,48.978492082794006,-28.81098442862645,58.831318973936405,Fog
A00514,UK,2,2024-10-02 00:58:26,2023-12-08 05:31:13,65.89150011007351,74.74341086659271,-10.351563539753272,80.80575237050823,32.60541702579683,Into arm what large thing term share.,Williams Cove,East Daniel,Hawaii,65249,Nicaragua,CST,LAX,2021-04-23 17:44:51,61.24691470296656,-44.94213148332625,66.2806656559933,Snow
A00515,CA,1,2022-10-09 16:04:59,2021-09-03 13:06:11,-81.86063938088591,-141.76302206815575,26.450407500714974,-12.537469203610215,30.33407730956456,Different think tonight special.,Walsh Drives,New Matthew,California,29903,Reunion,MST,ATL,2022-01-22 13:45:29,-3.8438249102271413,1.697046742687867,50.566716327418106,Rain
A00516,US,2,2021-06-13 13:40:59,2022-04-14 23:25:27,-85.25394459049464,99.31581160908951,-1.0573665945712918,-148.8566631816909,20.496396667553622,Else authority tree feeling.,King Neck,Katieshire,Georgia,72187,Seychelles,EST,ATL,2022-10-02 05:16:58,-5.893938617384897,-15.300886574796188,81.75076854055816,Rain
A00517,AU,1,2020-02-23 11:38:03,2021-11-06 01:47:12,-22.236593961951073,110.86463811924682,21.650187078151717,-159.49873846855866,15.629012942988036,Phone notice light.,Holly Camp,Wolfville,Oklahoma,74080,Turkmenistan,EST,ATL,2023-07-21 14:46:01,94.5595972087846,4.288243229792997,54.66683024985755,Rain
A00518,UK,3,2020-07-29 01:27:42,2022-08-21 08:19:23,55.89959954072992,96.39526237716154,7.9560003804530055,-45.242796739372636,45.55368784532396,Next report write guess.,Joseph Crescent,Moranburgh,New Jersey,06074,Tunisia,PST,DFW,2023-01-12 00:12:12,46.65635982999402,44.65073224704517,91.87469347996249,Snow
A00519,CA,1,2023-03-02 00:02:13,2024-05-14 05:30:03,87.70970327668999,-138.9722806370732,43.16334694849786,-13.024181243641294,48.45009370710765,Interview option cost for tend.,Alicia Fork,South Lacey,Mississippi,03945,Bahamas,MST,DFW,2022-12-22 11:46:14,20.715142048254855,-35.66296883046789,48.56485325039933,Fog
A00520,US,1,2024-11-03 16:39:35,2021-04-14 03:53:34,-62.924959601364925,51.806864544395296,37.0685911880916,39.283423996786865,24.83880877938639,Collection raise view although.,Diane Rapids,Sotofort,Tennessee,87053,Iraq,CST,LAX,2023-09-20 02:22:51,74.18742030703584,-49.803798168904464,79.06586612115987,Fog
A00521,CA,1,2022-08-22 13:31:34,2021-03-16 17:56:05,16.94352876338432,120.3569264697835,6.154180525551453,-177.66377230068102,14.510024775327873,Writer government throughout system notice allow.,Mark Knolls,Littleside,Missouri,22287,Cocos (Keeling) Islands,MST,JFK,2023-12-05 06:24:46,38.27066464112923,-42.31217867178748,40.73603536836341,Cloudy
A00522,CA,2,2023-03-18 20:43:09,2024-03-26 21:42:38,-21.439645806416124,27.847224439080378,32.20254375474724,176.30024056787028,38.506110383488384,Four financial contain increase movement young.,Sanders Path,South Brianside,Iowa,70190,Kuwait,MST,JFK,2022-02-23 10:56:54,1.4161653486955785,-3.729170389837101,43.52238947764428,Clear
A00523,US,1,2023-09-01 19:08:08,2024-12-29 16:35:37,84.58459160662858,52.706655082112036,67.2407284090703,-48.982001974544545,6.622839543343923,Stop finally run bag girl.,Rebecca Locks,Port Lanceport,Kansas,54962,South Georgia and the South Sandwich Islands,CST,DFW,2023-09-07 11:46:15,-3.124410266595401,20.693202980232357,84.89920452379168,Rain
A00524,UK,2,2022-01-21 22:59:21,2022-10-10 16:38:49,61.58140616442756,-14.989147406529781,-12.19116819812966,125.31407896840369,38.27941188218408,Upon method student film machine page usually.,Chandler Plain,North Crystal,North Dakota,37114,Malaysia,MST,ORD,2023-12-13 09:32:44,21.591704602076824,8.076360331718902,10.765983535766333,Cloudy
A00525,AU,1,2022-09-12 22:36:43,2021-07-05 04:19:24,60.899166848004825,10.334635158258948,-15.702646905217136,12.588014039545584,40.94741871556693,Allow most low oil minute only these.,Douglas Coves,Adamsfort,North Carolina,96730,Cocos (Keeling) Islands,MST,DFW,2021-08-06 07:11:01,81.78646183378436,-0.5105392626253007,56.491775498320806,Cloudy
A00526,US,2,2025-02-14 15:01:48,2022-08-31 19:33:00,-5.635231236905355,-167.62433099337892,47.564211753428424,-133.04179636799526,6.245197231358368,Stay nothing see personal challenge.,Jackson Isle,New Jason,Michigan,34884,Macao,PST,JFK,2022-01-28 09:35:01,-22.01177091424634,-14.603686890758759,72.63364677787855,Cloudy
A00527,US,2,2023-07-13 05:45:25,2023-07-11 15:19:26,-15.332489579220265,50.02668791038246,14.859690667558922,107.1235989124279,48.84307343982819,Voice parent TV social home fire them find.,Koch Mountain,Justinberg,Rhode Island,21247,Sweden,MST,DFW,2023-08-30 07:06:02,-1.5916199018807902,-19.002582846849904,75.04206154170537,Rain
A00528,UK,2,2020-04-02 15:19:37,2022-02-20 09:52:37,-40.78672705247288,-150.6790033591827,-77.21877955993406,75.53774697115537,49.27561451942392,Want story scientist five source late present.,Williams Burg,Marshshire,Pennsylvania,80686,Japan,EST,ORD,2024-04-19 23:31:07,86.10973645083689,-12.37138248950199,59.14935271699754,Fog
A00529,AU,1,2022-08-26 02:46:54,2024-10-03 00:26:37,-79.85241060283312,-23.39474603751958,70.58016282439465,9.876990574522068,46.83597396636756,Ok yes fill red such structure political.,David Junctions,Mariahport,Oregon,54791,Pitcairn Islands,EST,ATL,2024-11-16 00:52:40,-14.174506033997435,11.16349540090713,44.80644841595138,Rain
A00530,US,2,2022-09-28 10:40:50,2024-04-04 18:44:46,65.65002772590958,-74.64416483973318,-84.45904159722477,5.239112880160803,24.801740470313216,Feeling throughout building.,Hurst Brook,North Karen,Rhode Island,46852,Bhutan,PST,DFW,2022-04-15 21:57:49,51.85134337434188,-33.22460441344638,26.078244386675774,Snow
